rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
23,Wisconsin,B10,18-7,125.21416158518042,15,101.76278211925887,55,0.9156672641412544,23,21.40266985717415,9.59733014282585,13.40266985717415,6.597330142825852,10-4,0.6840175463940894,0.49086173103624964,0.8357828298895349,0.7118058792017874,0.49086173103624964,0.833325160692833,0.6417348723427805,0.8269222667739181,115.13375475201697,104.00617733713624,116.13476223786816,103.58588637805654,129.28768677023646,102.52900921114714,125.96601789660221,103.03406651698556,0.9097801650996257,11.0,0.024904530600988073,1152.0,1102.0,971.075,1.186314136395232,1.1348248075586334,0.8275905992338622,0.7142857142857143,2.8180031149813254,29,123,69.09113769949998
24,Indiana,B10,17-9,123.5908026872782,21,100.71210394285102,42,0.9132648424053111,24,19.831632270139874,11.168367729860124,10.831632270139876,9.168367729860124,8-7,0.6643061481957397,0.43195592368459956,0.8346963128372425,0.6952284356090133,0.43195592368459956,0.8400283171674408,0.6432935659848484,0.8399405774628209,114.67008592822496,104.45235475380537,115.56664589260308,103.75671194119035,125.94046631496242,103.10570540600673,119.81326005796915,103.24788548430085,0.8469942680966922,13.0,-0.0318455513811825,1165.0,1141.0,1004.3375000000001,1.1599686360411714,1.1360722864574906,0.8560243301580357,0.5333333333333333,1.2748972931925486,40,256,66.3587645563181
25,North Carolina,ACC,20-5,123.01400878964311,24,100.34304307350209,38,0.9123434519277275,25,23.127932945922232,7.872067054077767,11.127932945922234,6.872067054077767,8-4,0.647977152792555,0.5254480387838504,0.7807170263019851,0.6932984872473108,0.5254480387838504,0.8145238111375881,0.6730544599457269,0.7920108738148589,113.13262329490303,105.09635376034707,114.43298791107814,103.80537125101115,126.2285247328072,104.12039916162708,123.30788780748182,104.54928637723897,0.8696419267466664,10.0,0.06283566320586553,987.0,935.0,833.4000000000001,1.1843052555795535,1.1219102471802254,0.8821373808087941,0.6666666666666666,3.593402650681539,23,50,68.02951084648119
26,Clemson,ACC,20-6,115.26009991495413,77,94.19162442478998,12,0.910633168917987,26,23.265816677545633,7.734183322454373,13.265816677545628,4.734183322454373,10-3,0.6403827050967956,0.5205046833780099,0.7602607268155813,0.6611171084601899,0.5205046833780096,0.7626705265750982,0.7066306075626237,0.7698490093841157,112.6743700160022,105.90045281981286,113.38561570454371,105.38810271339737,114.27484885053036,92.39054987691371,116.4050327968127,93.76852291021906,0.9232137574316901,12.0,0.029475809198850844,909.0,826.0,841.4624999999999,1.0802620437630912,0.9816242553886836,0.7689360059498418,0.7692307692307693,2.9304369145056155,27,109,64.20855759723283
27,Iowa,B10,18-7,122.76952423672859,28,100.39832353191971,39,0.9099789528038618,27,20.78576317981431,10.214236820185693,10.785763179814307,9.21423682018569,8-6,0.6289669417350067,0.39928096752667913,0.8094344928986924,0.6795487064224592,0.39928096752667885,0.8336959628151385,0.6429905952259984,0.8493972019169302,113.21163005672125,105.62902448858156,114.91589412310798,104.27667420864029,121.67966693010437,102.44305167082696,121.81082345299326,100.24439922813093,0.9038598418253302,9.0,0.013170583619470766,1003.0,976.0,881.6624999999999,1.1376235237406604,1.1069995604894165,0.8903060592868461,0.5714285714285714,2.1029792755902235,34,147,63.25198247953648
28,Utah St.,MWC,22-3,124.48865641862233,17,101.97787428098658,57,0.9083602039808882,28,26.107040227168046,4.892959772831954,16.107040227168046,3.8929597728319547,12-2,0.5920756034046079,0.520695901634999,0.6481596547950147,0.6318232810147033,0.520695901634999,0.6929433396735407,0.7772908724739811,0.8527283039973441,111.23628192635125,106.07412728373889,111.95536830443503,105.12677448650693,126.33321373126203,101.90009155233243,119.4148910005969,98.84214024260206,0.897928651650613,5.0,0.0632425015797381,1173.0,977.0,948.95,1.2361030612782549,1.0295589862479582,0.7974386043901012,0.8571428571428571,3.381184198663372,25,49,67.98073317454123
29,Villanova,BE,20-5,120.98558981608542,35,99.40555107667356,33,0.9054522986901741,29,23.80018297212849,7.199817027871513,14.800182972128486,5.199817027871513,11-3,0.6808734727227359,0.5619031809274906,0.7743501305618573,0.7030121683558351,0.5619031809274906,0.7806221114414249,0.6978966951641046,0.7689568459106103,114.52350767263165,104.90292504470385,114.87547608691679,104.2015176038651,120.81104059312683,98.47110754897575,116.56094006112767,96.22777173245846,0.9006534729762953,8.0,0.07480626520238354,1064.0,981.0,935.2125000000001,1.1377093441330177,1.0489594610850475,0.7952567334937489,0.7857142857142857,3.6795256509953127,21,37,63.94779236895559
30,N.C. State,ACC,18-8,122.77592676384378,27,101.13619211354944,48,0.9028910653256251,30,20.70898895079436,10.29101104920564,11.70898895079436,6.2910110492056415,9-4,0.6849653249520071,0.5882968852557066,0.7816337646483077,0.713063708395643,0.5882968852557066,0.8031730806633748,0.6782575569577929,0.7747012040393002,114.09714650810442,104.8341396714791,114.90330575128516,103.96043701873654,123.81708515973558,102.68954572980167,126.3056585987578,105.02375811816724,0.8930192997915483,10.0,-0.018617436069491844,1061.0,996.0,914.7749999999999,1.1598480500669566,1.0887923259817989,0.8591753023025491,0.6923076923076923,1.4153855232442272,37,226,69.23831327231555
31,BYU,B12,19-6,125.30403362882274,13,103.2949563041872,72,0.902143969362529,31,21.73083897920286,9.269161020797137,9.730838979202863,8.269161020797137,7-5,0.6983112038573893,0.5954041178653241,0.8097938803487935,0.7366668059971314,0.5954041178653241,0.83868985853677,0.6212713937727619,0.7423009634273418,114.6938237273259,103.4399839689773,115.58316955821115,102.07640375623461,125.5159726488896,106.12411988371052,126.37019198204567,101.24320771339221,0.9275355571934516,10.0,0.09397714986142125,1026.0,997.0,871.275,1.1775845743307223,1.144300020085507,0.8964818149127232,0.5833333333333334,4.051427579144809,19,22,70.04687709099078
32,Texas A&M,SEC,17-8,121.97055272871995,30,100.82130851401224,44,0.8993428414987796,32,20.623231758929126,10.376768241070874,10.623231758929128,7.376768241070874,7-5,0.617148212044469,0.41086849008737275,0.8406179108313235,0.6580127936962044,0.41086849008737275,0.8365059018581384,0.6855776733487676,0.8655230421734813,113.80595521365348,107.21651269431112,115.22741055766194,106.66165487856324,123.23514382038262,99.71383420868455,119.67990739348313,97.89395455497183,0.9097645411375554,8.0,-0.02381799478943014,994.0,961.0,863.075,1.151695970802074,1.1134605914897315,0.8282818839117682,0.5833333333333334,0.7777920550282305,47,238,71.24027975965608
33,Saint Mary's,WCC,23-4,118.88107756996126,48,98.27040862283805,28,0.8993124156095602,33,25.60991997675642,5.390080023243579,14.609919976756421,3.3900800232435784,12-2,0.5591166948004455,0.5553350161447835,0.5626282535521315,0.5903066443806435,0.5553350161447835,0.6155639314398754,0.7881889882548513,0.8188084148618399,110.26058651227142,105.95564635810389,110.90547817282733,105.25022224986157,120.79777626679127,99.23453500366075,103.55768663009967,96.53335441460132,0.6916325227853319,3.0,0.044693167916544985,1092.0,891.0,912.8125,1.196302636083533,0.9761040739472784,0.8008388040469792,0.8571428571428571,2.539697174640702,30,81,65.365505607528
34,Auburn,SEC,14-11,125.91577202362481,7,104.41727858879025,87,0.8959494804924868,34,17.755276994487726,13.244723005512276,8.755276994487723,9.244723005512277,5-7,0.7446350528603647,0.6252851813314665,0.8739307470166714,0.7558752770072737,0.6252851813314665,0.8501903461064682,0.5835396771890751,0.6360478717238822,118.4713165000178,102.8023419156556,118.59982591655299,103.01961651391163,126.76180561139817,104.3415721359322,126.78202421307043,106.03069801813496,0.8865038975964948,16.0,-0.004443037484705092,982.0,978.0,834.65,1.176541065117115,1.171748637153298,0.8027095442860617,0.4166666666666667,1.2854103126183714,39,191,67.16477944067285
35,Santa Clara,WCC,22-6,123.06359696476119,23,102.19604319863146,62,0.8944284094130557,35,24.03457095194268,6.965429048057324,15.034570951942676,2.9654290480573233,13-2,0.5855638158420046,0.5544509523440667,0.6125282975402171,0.5939125943755403,0.5544509523440666,0.6224126691760491,0.7783615514753872,0.7951669996682408,111.0551913190365,105.60625324476707,111.37612190540982,105.56015192833797,126.10888116209678,102.51036829045346,117.02844649309141,99.52869130319137,0.8656075550711148,5.0,0.005567872334538815,1315.0,1099.0,1072.4250000000002,1.2261929738676363,1.0247802876658039,0.6718345273552093,0.8666666666666667,1.5213376740352502,36,164,69.71734831258796
36,San Diego St.,MWC,18-6,112.0112024708246,116,93.14907716283054,7,0.8928867943706206,36,21.927429207976658,8.072570792023344,15.927429207976655,4.072570792023344,12-2,0.5945020930776567,0.5481534233536538,0.6276082857376586,0.6312213992925838,0.5481534233536538,0.6727553872620486,0.741033470615666,0.7441357908853099,112.91912611865118,106.1639645425534,113.70386826915454,105.63790433313063,112.07415229630443,90.62104740010629,107.08708627561634,95.93418009500826,0.7798462652531291,7.0,0.0008309580952232665,1094.0,925.0,989.7499999999998,1.105329628694115,0.9345794392523367,0.7780986241522925,0.8571428571428571,1.078911679178511,42,177,68.48099091121793
37,SMU,ACC,17-8,125.61859608032769,8,104.7174934441727,92,0.890203098532331,37,20.760215839160033,10.23978416083997,9.760215839160029,8.239784160839971,6-6,0.6897902082322769,0.5557579485655257,0.834991822871257,0.7078800154749385,0.5557579485655257,0.817745952687292,0.6842401312721264,0.8057819351527399,114.48968811937459,103.95730802016956,114.66031387342173,103.4987120134551,127.61750448536905,105.56518086502426,126.17956063633815,102.98875948166793,0.9117739999438744,10.0,0.002789178754553423,971.0,945.0,824.625,1.177504926481734,1.145975443383356,0.7832542123193624,0.5,1.2399590629807657,41,172,68.84374018860352
38,Ohio St.,B10,16-9,123.25416122462127,22,103.52918434514804,75,0.8813778109167512,38,18.652899301113667,12.347100698886337,10.652899301113663,9.347100698886337,8-6,0.6799321685332821,0.4982083273560453,0.8227151866011108,0.719354430549885,0.49820832735604514,0.8409847873064968,0.6352352635292258,0.8146889908043903,114.40664435213026,103.75662062341983,116.00036533918173,103.18001732536253,126.03732626110003,104.89812032431963,124.05223724451318,103.34388615304844,0.8909388538021944,10.0,-0.002068669951853064,1089.0,1076.0,936.375,1.1629955947136563,1.1491122680549994,0.8836138556190649,0.5714285714285714,0.7965023160950695,45,183,66.70004875430153
39,UCLA,B10,17-8,120.15049837398288,44,100.93013757701758,45,0.8812834097658439,39,19.582817550608866,11.417182449391136,11.582817550608864,8.417182449391134,9-5,0.6516843130165394,0.46619460460705936,0.7974262267668453,0.6984766774457936,0.46619460460705936,0.8262318175070973,0.6431342055563432,0.8073666895960165,114.88132678690755,105.33825323733012,115.66653312576652,103.77126736489572,121.05946424867523,101.20099394774127,120.80038853554586,104.65035017745598,0.8389476887287215,10.0,0.0224977674450334,1042.0,1009.0,912.6125000000001,1.141777041186703,1.1056171156980645,0.8934448625676853,0.6428571428571429,1.311958396548791,38,126,64.94258538745615
40,Kentucky,SEC,17-8,119.94398909280436,45,100.80907214892903,43,0.8806563165235731,40,19.657881268683557,11.342118731316445,10.657881268683555,7.342118731316446,8-4,0.6843201959069763,0.5274442586442372,0.8542691279416103,0.7226993213780172,0.5274442586442372,0.863716866685747,0.5961884739839941,0.72378883262146,116.35261525385165,104.96438106640115,117.40262359955537,104.04804381992889,121.15950858833872,102.12675922140193,117.17119402665196,101.34065981977926,0.8414699368066708,14.0,0.08606112361710427,937.0,923.0,821.0125,1.1412737321295352,1.1242216166014525,0.8826123441740207,0.6666666666666666,2.8940794586065337,28,28,67.93350378312418
41,Texas,SEC,16-9,125.5715663755361,9,105.66286080592383,118,0.8792298667846071,41,18.75479935448184,12.24520064551816,9.75479935448184,8.245200645518159,7-5,0.6168526840815353,0.41680565570501243,0.8335702981561015,0.6654140604668483,0.41680565570501243,0.8449645750170627,0.6388944565902951,0.772548327257498,113.90349926769774,105.46935847014065,115.65967710853513,104.75623689937008,127.59164230937672,105.79957862507086,126.47404888255691,105.36666141225079,0.8908832407761269,12.0,-0.0026660340674856675,987.0,932.0,811.1624999999999,1.2167722250473858,1.1489683016658192,0.8677531287389854,0.5833333333333334,0.6034871199952877,49,186,67.04007370459274
42,Cincinnati,B12,14-12,109.72593822595343,153,93.19157582774764,8,0.8674131227982685,42,16.13438284919758,14.865617150802423,8.13438284919758,9.865617150802423,6-7,0.645581643080097,0.46881011957300867,0.8223531665871854,0.6815142147145526,0.4688101195730088,0.8351338389834454,0.6622792495839395,0.8255376774591183,113.17947484974617,104.16079864113067,114.35342736551763,103.42194397748378,113.69618035452027,93.12162332057513,109.4228416625836,96.48490975242369,0.8095486266616485,10.0,-0.11303627638755043,894.0,890.0,860.5875,1.0388252211425335,1.0341772335759003,0.8683635872137214,0.46153846153846156,-2.61154847156859,80,359,67.87067932050915
